14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-19-421-009-0000,1705,W,69TH,ST,3123,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1705 W 69TH ST
CHICAGO, IL
(41.76852, -87.666656)"
20-18-429-015-0000,6239,S,HERMITAGE,AVE,3105,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6239 S HERMITAGE AVE
CHICAGO, IL
(41.780089, -87.667861)"
20-29-114-048-0000,7200,S,RACINE,AVE,3126,6,WEST ENGLEWOOD,B1-1,NOT IN TIF,"7200 S RACINE AVE
CHICAGO, IL
(41.763156, -87.654081)"
20-20-315-002-0000,6807,S,ELIZABETH,ST,3098,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6807 S ELIZABETH ST
CHICAGO, IL
(41.770243, -87.655471)"
20-19-421-004-0000,1715,W,69TH,ST,3124,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1715 W 69TH ST
CHICAGO, IL
(41.768514, -87.667105)"
20-29-216-004-0000,7311,S,RACINE,AVE,3113,17,ENGLEWOOD,B1-1,NOT IN TIF,"7311 S RACINE AVE
CHICAGO, IL
(41.760955, -87.654017)"
20-17-101-024-0000,5526,S,LAFLIN,ST,3071,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5526 S LAFLIN ST
CHICAGO, IL
(41.792926, -87.662046)"
20-19-226-021-0000,6610,S,HONORE,ST,3686,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6610 S HONORE ST
CHICAGO, IL
(41.773528, -87.670135)"
20-20-101-016-0000,6333,S,JUSTINE,ST,3091,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6333 S JUSTINE ST
CHICAGO, IL
(41.778487, -87.662979)"
20-29-114-049-0000,7202,S,RACINE,AVE,7251,6,WEST ENGLEWOOD,B1-1,NOT IN TIF,"7202 S RACINE AVE
CHICAGO, IL
(41.762994, -87.654075)"
20-17-110-032-0000,5612,S,BISHOP,ST,3098,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5612 S BISHOP ST
CHICAGO, IL
(41.791715, -87.66087)"
20-18-228-011-0000,5806,S,HERMITAGE,AVE,3106,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5806 S HERMITAGE AVE
CHICAGO, IL
(41.788261, -87.668063)"
20-19-106-026-0000,6353,S,HOYNE,AVE,3158,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6353 S HOYNE AVE
CHICAGO, IL
(41.777756, -87.676294)"
20-20-308-030-0000,6838,S,JUSTINE,ST,3041,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6838 S JUSTINE ST
CHICAGO, IL
(41.769251, -87.662756)"
20-19-211-026-0000,6408,S,WOOD,ST,3068,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6408 S WOOD ST
CHICAGO, IL
(41.777313, -87.669009)"
20-29-124-035-0000,1262,W,73RD,PL,3113,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1262 W 73RD PL
CHICAGO, IL
(41.76046, -87.656416)"
20-19-203-006-0000,1809,W,63RD,ST,3525,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1809 W 63RD ST
CHICAGO, IL
(41.77934, -87.669541)"
20-17-113-007-0000,5617,S,ADA,,3116,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5617 S ADA
CHICAGO, IL
(41.792021, -87.658453)"
20-18-411-014-0000,6035,S,HONORE,ST,3107,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6035 S HONORE ST
CHICAGO, IL
(41.783776, -87.670377)"
20-18-215-032-0000,5628,S,ASHLAND,AVE,2907,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"5628 S ASHLAND AVE
CHICAGO, IL
(41.791223, -87.6646)"
20-17-308-019-0000,6000,S,JUSTINE,ST,2780,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6000 S JUSTINE ST
CHICAGO, IL
(41.784841, -87.66314)"
20-20-306-002-0000,1253,W,MARQUETTE,,3778,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1253 W MARQUETTE
CHICAGO, IL
(41.772325, -87.655972)"
20-20-400-008-0000,6717,S,RACINE,AVE,3117,16,ENGLEWOOD,RS-3,NOT IN TIF,"6717 S RACINE AVE
CHICAGO, IL
(41.771764, -87.654309)"
20-20-315-024-0000,6810,S,RACINE,AVE,3101,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6810 S RACINE AVE
CHICAGO, IL
(41.770105, -87.654262)"
20-18-429-014-0000,6237,S,HERMITAGE,AVE,3105,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6237 S HERMITAGE AVE
CHICAGO, IL
(41.780099, -87.667861)"
20-18-424-032-0000,1948,W,63,ST,3001,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1948 W 63 ST
CHICAGO, IL
(41.779317, -87.67303)"
20-30-205-037-0000,7132,S,PAULINA,,3107,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"7132 S PAULINA
CHICAGO, IL
(41.764076, -87.666233)"
20-18-416-002-0000,6105,S,DAMEN,,3106,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6105 S DAMEN
CHICAGO, IL
(41.782853, -87.674009)"
20-19-313-014-0000,6815,S,BELL,AVE,3125,16,CHICAGO LAWN,M1-1,NOT IN TIF,"6815 S BELL AVE
CHICAGO, IL
(41.769663, -87.679626)"
20-19-211-022-0000,6400,S,WOOD,ST,3065,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6400 S WOOD ST
CHICAGO, IL
(41.77759, -87.669017)"
20-19-412-043-0000,1740,W,69TH,ST,3127,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1740 W 69TH ST
CHICAGO, IL
(41.768507, -87.668543)"
20-17-119-017-0000,5741,S,BISHOP,ST,3118,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5741 S BISHOP ST
CHICAGO, IL
(41.789212, -87.660807)"
20-17-325-038-0000,1534,W,63RD,ST,10456,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1534 W 63RD ST
CHICAGO, IL
(41.779497, -87.663275)"
20-19-200-007-0000,6315,S,DAMEN,,3031,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6315 S DAMEN
CHICAGO, IL
(41.778816, -87.673904)"
20-17-324-010-0000,6159,S,ELIZABETH,ST,2594,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6159 S ELIZABETH ST
CHICAGO, IL
(41.781521, -87.655809)"
20-18-428-033-0000,1752,W,63,ST,3126,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1752 W 63 ST
CHICAGO, IL
(41.779456, -87.668257)"
20-20-315-020-0000,1214,W,69,ST,6156,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1214 W 69 ST
CHICAGO, IL
(41.768688, -87.654867)"
20-17-329-037-0000,1330,W,63RD,ST,2990,16,WEST ENGLEWOOD,PD 911,NOT IN TIF,"1330 W 63RD ST
CHICAGO, IL
(41.779563, -87.658367)"
20-17-308-032-0000,6032,S,JUSTINE,ST,3026,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6032 S JUSTINE ST
CHICAGO, IL
(41.783935, -87.663117)"
20-19-327-017-0000,2015,W,69TH,ST,3115,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"2015 W 69TH ST
CHICAGO, IL
(41.768435, -87.674201)"
20-19-204-016-0000,6339,S,WOOD,ST,3093,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6339 S WOOD ST
CHICAGO, IL
(41.778161, -87.669034)"
20-17-305-004-0000,1325,W,59TH,ST,3126,16,WEST ENGLEWOOD,C1-1,NOT IN TIF,"1325 W 59TH ST
CHICAGO, IL
(41.786864, -87.658096)"
20-18-423-009-0000,6123,S,MARSHFIELD,AVE,3021,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6123 S MARSHFIELD AVE
CHICAGO, IL
(41.782336, -87.665518)"
20-18-430-035-0000,1638,W,63RD,ST,6249,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1638 W 63RD ST
CHICAGO, IL
(41.779446, -87.66587)"
20-18-223-042-0000,5720,S,ASHLAND,AVE,2959,16,WEST ENGLEWOOD,C2-2,63rd/Ashland,"5720 S ASHLAND AVE
CHICAGO, IL
(41.789592, -87.664552)"
20-19-107-043-0000,6321,S,SEELEY,,3933,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6321 S SEELEY
CHICAGO, IL
(41.778391, -87.675093)"
20-19-206-031-0000,6326,S,MARSHFIELD,AVE,3078,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6326 S MARSHFIELD AVE
CHICAGO, IL
(41.77848, -87.665452)"
20-20-208-006-0000,6411,S,RACINE,AVE,3135,16,ENGLEWOOD,RT-4,Englewood Neighborhood,"6411 S RACINE AVE
CHICAGO, IL
(41.777355, -87.654455)"
20-20-323-023-0000,6922,S,RACINE,AVE,3099,6,WEST ENGLEWOOD,B1-1,NOT IN TIF,"6922 S RACINE AVE
CHICAGO, IL
(41.768269, -87.654214)"
20-17-308-042-0000,1534,W,61ST,ST,2846,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1534 W 61ST ST
CHICAGO, IL
(41.783149, -87.663209)"
20-18-200-012-0000,5531,S,DAMEN,AVE,3735,15,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5531 S DAMEN AVE
CHICAGO, IL
(41.792909, -87.674266)"
20-20-313-020-0000,6802,S,THROOP,ST,3091,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6802 S THROOP ST
CHICAGO, IL
(41.770292, -87.656693)"
20-17-318-013-0000,6131,S,LAFLIN,ST,3150,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6131 S LAFLIN ST
CHICAGO, IL
(41.782218, -87.661863)"
20-30-122-032-0000,7320,S,DAMEN,AVE,3115,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"7320 S DAMEN AVE
CHICAGO, IL
(41.760451, -87.673446)"
20-20-302-015-0000,6727,S,LAFLIN,ST,3127,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6727 S LAFLIN ST
CHICAGO, IL
(41.771403, -87.661596)"
20-19-202-008-0000,1839,W,63RD,ST,3550,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"1839 W 63RD ST
CHICAGO, IL
(41.77932, -87.670657)"
20-19-419-033-0000,6922,S,WOOD,,3117,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6922 S WOOD
CHICAGO, IL
(41.767855, -87.668751)"
20-17-123-042-0000,5752,S,RACINE,AVE,3111,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5752 S RACINE AVE
CHICAGO, IL
(41.789026, -87.654727)"
20-17-307-038-0000,5944,S,RACINE,AVE,3237,16,WEST ENGLEWOOD,C1-1,NOT IN TIF,"5944 S RACINE AVE
CHICAGO, IL
(41.785545, -87.654676)"
20-17-119-030-0000,5710,S,LOOMIS,BLVD,3121,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5710 S LOOMIS BLVD
CHICAGO, IL
(41.790055, -87.659618)"
20-29-129-030-0000,1274,W,74TH,ST,3117,17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1274 W 74TH ST
CHICAGO, IL
(41.759557, -87.65686)"
20-17-332-029-0000,1222,W,63RD,ST,3080,16,WEST ENGLEWOOD,C1-2,NOT IN TIF,"1222 W 63RD ST
CHICAGO, IL
(41.779602, -87.655514)"
20-18-406-018-0000,5933,S,PAULINA,ST,3120,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5933 S PAULINA ST
CHICAGO, IL
(41.785739, -87.666789)"
20-18-419-031-0000,6120,S,WOOD,ST,3104,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6120 S WOOD ST
CHICAGO, IL
(41.782475, -87.669104)"
20-20-112-044-0000,6550,S,JUSTINE,ST,3088,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6550 S JUSTINE ST
CHICAGO, IL
(41.774295, -87.662863)"
20-19-231-026-0000,6632,S,ASHLAND,AVE,3082,15,WEST ENGLEWOOD,C1-2,63rd/Ashland,"6632 S ASHLAND AVE
CHICAGO, IL
(41.772929, -87.664129)"
20-20-309-013-0000,6831,S,JUSTINE,ST,3127,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6831 S JUSTINE ST
CHICAGO, IL
(41.769448, -87.662764)"
20-20-304-029-0000,6718,S,ADA,ST,3119,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6718 S ADA ST
CHICAGO, IL
(41.771672, -87.65796)"
20-20-319-039-0000,6940,S,LOOMIS,BLVD,3117,6,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6940 S LOOMIS BLVD
CHICAGO, IL
(41.767637, -87.659057)"
20-19-122-020-0000,6551,S,SEELEY,,3134,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6551 S SEELEY
CHICAGO, IL
(41.774764, -87.674994)"
20-18-226-034-0000,1844,W,59TH,ST,16549,15,WEST ENGLEWOOD,M1-1,63rd/Ashland,"1844 W 59TH ST
CHICAGO, IL
(41.786687, -87.670808)"
20-17-128-012-0000,1350,W,59TH,ST,6653,16,WEST ENGLEWOOD,M1-1,NOT IN TIF,"1350 W 59TH ST
CHICAGO, IL
(41.786852, -87.659124)"
20-18-221-026-0000,5702,S,PAULINA,,3130,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5702 S PAULINA
CHICAGO, IL
(41.790197, -87.666907)"
20-18-419-008-0000,6119,S,HONORE,ST,3105,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6119 S HONORE ST
CHICAGO, IL
(41.782576, -87.670345)"
20-19-225-007-0000,6617,S,WINCHESTER,AVE,3713,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6617 S WINCHESTER AVE
CHICAGO, IL
(41.773337, -87.672557)"
20-17-109-022-0000,5657,S,JUSTINE,ST,5857,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5657 S JUSTINE ST
CHICAGO, IL
(41.791217, -87.663247)"
20-19-106-022-0000,6343,S,HOYNE,AVE,3123,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6343 S HOYNE AVE
CHICAGO, IL
(41.777926, -87.676295)"
20-17-123-043-0000,5754,S,RACINE,AVE,3111,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5754 S RACINE AVE
CHICAGO, IL
(41.788974, -87.654725)"
20-20-109-013-0000,6431,S,JUSTINE,,3095,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6431 S JUSTINE
CHICAGO, IL
(41.777122, -87.662932)"
20-18-112-019-0000,5604,S,DAMEN,AVE,3004,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5604 S DAMEN AVE
CHICAGO, IL
(41.791841, -87.674236)"
20-18-112-022-0000,5612,S,DAMEN,AVE,3756,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5612 S DAMEN AVE
CHICAGO, IL
(41.791692, -87.674234)"
20-17-408-011-0000,6029,S,RACINE,AVE,2995,16,ENGLEWOOD,B1-1,Englewood Neighborhood,"6029 S RACINE AVE
CHICAGO, IL
(41.784264, -87.654646)"
20-18-404-025-0000,5951,S,WOOD,ST,3108,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"5951 S WOOD ST
CHICAGO, IL
(41.785777, -87.669203)"
20-18-428-032-0000,6259,S,WOOD,ST,7113,15,WEST ENGLEWOOD,B3-2,63rd/Ashland,"6259 S WOOD ST
CHICAGO, IL
(41.780062, -87.669084)"
20-20-113-023-0000,6500,S,LAFLIN,ST,3008,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6500 S LAFLIN ST
CHICAGO, IL
(41.775889, -87.661679)"
20-29-132-058-0000,7416,S,RACINE,AVE,3123,17,WEST ENGLEWOOD,B1-1,79th Street Corridor,"7416 S RACINE AVE
CHICAGO, IL
(41.759074, -87.653973)"
20-18-411-016-0000,6041,S,HONORE,ST,3107,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6041 S HONORE ST
CHICAGO, IL
(41.783628, -87.670372)"
20-19-222-016-0000,6545,S,PAULINA,ST,3686,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6545 S PAULINA ST
CHICAGO, IL
(41.774378, -87.666572)"
20-17-305-005-0000,1325,W,59TH,ST,3126,16,WEST ENGLEWOOD,C1-1,NOT IN TIF,"1325 W 59TH ST
CHICAGO, IL
(41.786864, -87.658096)"
20-19-414-034-0000,6842,S,MARSHFIELD,AVE,3601,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6842 S MARSHFIELD AVE
CHICAGO, IL
(41.768947, -87.665149)"
20-19-209-004-0000,6409,S,WINCHESTER,AVE,3693,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6409 S WINCHESTER AVE
CHICAGO, IL
(41.777206, -87.672659)"
20-18-405-007-0000,1709,W,59,ST,3126,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"1709 W 59 ST
CHICAGO, IL
(41.786741, -87.667142)"
20-17-109-039-0000,5646,S,LAFLIN,ST,3081,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5646 S LAFLIN ST
CHICAGO, IL
(41.790906, -87.662025)"
20-19-421-017-0000,6933,S,HERMITAGE,AVE,3058,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6933 S HERMITAGE AVE
CHICAGO, IL
(41.767495, -87.66752)"
20-18-418-002-0000,6103,S,WOLCOTT,AVE,3105,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6103 S WOLCOTT AVE
CHICAGO, IL
(41.78303, -87.671597)"
20-20-317-038-0000,6946,S,LAFLIN,,3105,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6946 S LAFLIN
CHICAGO, IL
(41.767735, -87.661486)"
20-17-110-017-0000,5641,S,LAFLIN,,3088,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5641 S LAFLIN
CHICAGO, IL
(41.791504, -87.662031)"
20-18-422-020-0000,6151,S,PAULINA,,3116,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6151 S PAULINA
CHICAGO, IL
(41.782172, -87.666702)"
20-18-207-029-0000,1614,W,56TH,ST,1700,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1614 W 56TH ST
CHICAGO, IL
(41.792228, -87.665193)"
20-18-411-015-0000,6039,S,HONORE,ST,3103,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6039 S HONORE ST
CHICAGO, IL
(41.784165, -87.67039)"
20-19-422-008-0000,1641,W,69TH,ST,3125,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1641 W 69TH ST
CHICAGO, IL
(41.768537, -87.665505)"
20-20-323-025-0000,6930,S,RACINE,AVE,3090,6,WEST ENGLEWOOD,B1-1,NOT IN TIF,"6930 S RACINE AVE
CHICAGO, IL
(41.767741, -87.654203)"
20-20-330-035-0000,7030,S,ELIZABETH,,3117,6,WEST ENGLEWOOD,RS-3,NOT IN TIF,"7030 S ELIZABETH
CHICAGO, IL
(41.766317, -87.655352)"
20-19-316-029-0000,2040,W,68TH,PL,6268,16,WEST ENGLEWOOD,RS-2,NOT IN TIF,"2040 W 68TH PL
CHICAGO, IL
(41.769343, -87.67464)"
20-19-323-039-0000,6944,S,BELL,,3137,17,CHICAGO LAWN,RS-2,NOT IN TIF,"6944 S BELL
CHICAGO, IL
(41.76756, -87.679566)"
20-17-322-008-0000,6121,S,THROOP,ST,3301,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6121 S THROOP ST
CHICAGO, IL
(41.782474, -87.657129)"
20-18-425-026-0000,6222,S,WOLCOTT,AVE,2985,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6222 S WOLCOTT AVE
CHICAGO, IL
(41.780453, -87.671512)"
20-20-104-011-0000,6326,S,ADA,ST,7462,16,WEST ENGLEWOOD,RT-4,Englewood Neighborhood,"6326 S ADA ST
CHICAGO, IL
(41.778675, -87.658133)"
20-18-412-006-0000,6015,S,WOOD,ST,3107,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6015 S WOOD ST
CHICAGO, IL
(41.784438, -87.669165)"
20-19-229-029-0000,6624,S,PAULINA,,3685,15,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6624 S PAULINA
CHICAGO, IL
(41.773211, -87.666542)"
20-17-116-008-0000,5725,S,ASHLAND,AVE,2835,16,WEST ENGLEWOOD,PD 1142,63rd/Ashland,"5725 S ASHLAND AVE
CHICAGO, IL
(41.789547, -87.664396)"
20-18-428-027-0000,6234,S,HERMITAGE,AVE,3099,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6234 S HERMITAGE AVE
CHICAGO, IL
(41.780163, -87.667862)"
20-20-103-008-0000,1401,W,63RD,ST,7302,16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1401 W 63RD ST
CHICAGO, IL
(41.77955, -87.659579)"
20-19-420-009-0000,1735,W,69TH,ST,4086,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1735 W 69TH ST
CHICAGO, IL
(41.768508, -87.667725)"
20-18-427-013-0000,6233,S,HONORE,ST,2981,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6233 S HONORE ST
CHICAGO, IL
(41.780239, -87.670289)"
20-20-308-016-0000,6804,S,JUSTINE,ST,3044,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6804 S JUSTINE ST
CHICAGO, IL
(41.770265, -87.662796)"
20-19-408-041-0000,1936,W,69TH,ST,3124,17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1936 W 69TH ST
CHICAGO, IL
(41.768444, -87.672642)"
20-19-421-030-0000,6920,S,PAULINA,ST,3116,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6920 S PAULINA ST
CHICAGO, IL
(41.767851, -87.666323)"
20-19-112-015-0000,6441,S,HAMILTON,,3145,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6441 S HAMILTON
CHICAGO, IL
(41.776639, -87.677502)"
20-17-116-027-0000,5718,S,JUSTINE,ST,3106,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5718 S JUSTINE ST
CHICAGO, IL
(41.789794, -87.663232)"
20-17-116-015-0000,5743,S,ASHLAND,AVE,4253,16,WEST ENGLEWOOD,C2-2,63rd/Ashland,"5743 S ASHLAND AVE
CHICAGO, IL
(41.789071, -87.664386)"
20-20-300-012-0000,6733,S,ASHLAND,AVE,2777,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"6733 S ASHLAND AVE
CHICAGO, IL
(41.771177, -87.663949)"
20-19-215-029-0000,6422,S,ASHLAND,AVE,6164,15,WEST ENGLEWOOD,C1-2,63rd/Ashland,"6422 S ASHLAND AVE
CHICAGO, IL
(41.776737, -87.66424)"
20-20-304-040-0000,6746,S,ADA,ST,3113,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6746 S ADA ST
CHICAGO, IL
(41.770921, -87.657914)"
20-19-430-046-0000,1646,W,71ST,ST,6254,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1646 W 71ST ST
CHICAGO, IL
(41.7649, -87.66539)"
20-18-215-025-0000,5606,S,ASHLAND,AVE,2907,16,WEST ENGLEWOOD,B3-2,63rd/Ashland,"5606 S ASHLAND AVE
CHICAGO, IL
(41.79185, -87.664621)"
20-18-425-017-0000,6243,S,WINCHESTER,,3112,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6243 S WINCHESTER
CHICAGO, IL
(41.779864, -87.672698)"
20-17-122-018-0000,5747,S,THROOP,ST,3119,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5747 S THROOP ST
CHICAGO, IL
(41.789174, -87.657165)"
20-17-116-007-0000,5723,S,ASHLAND,AVE,2833,16,WEST ENGLEWOOD,PD 1142,63rd/Ashland,"5723 S ASHLAND AVE
CHICAGO, IL
(41.789747, -87.6644)"
20-17-107-016-0000,5535,S,ELIZABETH,,3113,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5535 S ELIZABETH
CHICAGO, IL
(41.793079, -87.656053)"
20-19-204-027-0000,6324,S,HERMITAGE,AVE,3097,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6324 S HERMITAGE AVE
CHICAGO, IL
(41.778637, -87.667891)"
20-17-102-009-0000,1435,W,GARFIELD,BLVD,3001,16,WEST ENGLEWOOD,RT-4,NOT IN TIF,"1435 W GARFIELD BLVD
CHICAGO, IL
(41.793731, -87.661139)"
20-17-123-045-0000,5758,S,ELIZABETH,ST,2952,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5758 S ELIZABETH ST
CHICAGO, IL
(41.788838, -87.65594)"
20-17-332-014-0000,6239,S,ELIZABETH,ST,3276,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6239 S ELIZABETH ST
CHICAGO, IL
(41.78027, -87.655776)"
20-20-102-013-0000,6321,S,LAFLIN,ST,3096,16,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6321 S LAFLIN ST
CHICAGO, IL
(41.778757, -87.66174)"
20-19-412-019-0000,6800,S,HERMITAGE,AVE,3231,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6800 S HERMITAGE AVE
CHICAGO, IL
(41.770215, -87.667584)"
20-18-429-005-0000,6211,S,HERMITAGE,AVE,3105,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6211 S HERMITAGE AVE
CHICAGO, IL
(41.78076, -87.667872)"
20-18-204-001-0000,5511,S,WOOD,ST,7366,15,WEST ENGLEWOOD,RT-4,NOT IN TIF,"5511 S WOOD ST
CHICAGO, IL
(41.793312, -87.669406)"
20-17-328-042-0000,1402,W,63RD,ST,3014,16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1402 W 63RD ST
CHICAGO, IL
(41.77955, -87.659603)"
20-19-415-040-0000,6842,S,ASHLAND,AVE,2708,17,WEST ENGLEWOOD,B3-2,63rd/Ashland,"6842 S ASHLAND AVE
CHICAGO, IL
(41.768578, -87.664005)"
20-17-123-037-0000,5730,S,RACINE,AVE,3111,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5730 S RACINE AVE
CHICAGO, IL
(41.789578, -87.654747)"
20-20-110-038-0000,6438,S,BISHOP,ST,3108,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6438 S BISHOP ST
CHICAGO, IL
(41.777017, -87.660523)"
20-20-301-026-0000,6753,S,JUSTINE,,3112,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6753 S JUSTINE
CHICAGO, IL
(41.77102, -87.6628)"
20-20-303-003-0000,1417,W,MARQUETTE,RD,4375,16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1417 W MARQUETTE RD
CHICAGO, IL
(41.772264, -87.659969)"
20-29-108-010-0000,1309,W,71ST,ST,3150,6,WEST ENGLEWOOD,RS-2,NOT IN TIF,"1309 W 71ST ST
CHICAGO, IL
(41.765001, -87.657806)"
20-19-418-005-0000,1849,W,69TH,ST,2999,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"1849 W 69TH ST
CHICAGO, IL
(41.768475, -87.6706)"
20-18-406-003-0000,1651,W,59,ST,3126,15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"1651 W 59 ST
CHICAGO, IL
(41.786757, -87.665897)"
20-20-305-020-0000,6741,S,ADA,ST,3137,17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6741 S ADA ST
CHICAGO, IL
(41.77111, -87.657925)"
