14-Digit PIN #,Street Number,Dir.,Street Name,Type,Sq. Ft.,Ward,Community Area,Zoning Classification,TIF District,Location
20-20-201-029-0000,6322,S,ABERDEEN,ST,3111,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6322 S ABERDEEN ST
CHICAGO, IL
(41.778968, -87.652058)"
20-16-301-033-0000,5912,S,LOWE,AVE,15144,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5912 S LOWE AVE
CHICAGO, IL
(41.786575, -87.641287)"
20-17-425-021-0000,6210,S,ABERDEEN,ST,3112,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6210 S ABERDEEN ST
CHICAGO, IL
(41.781097, -87.652128)"
20-16-308-007-0000,741,W,60TH,PL,2630,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"741 W 60TH PL
CHICAGO, IL
(41.784204, -87.644194)"
20-16-212-005-0000,5713,S,WENTWORTH,AVE,3182,20,ENGLEWOOD,C1-1,Washington Park,"5713 S WENTWORTH AVE
CHICAGO, IL
(41.790611, -87.630392)"
20-17-428-031-0000,6248,S,SANGAMON,ST,3115,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"6248 S SANGAMON ST
CHICAGO, IL
(41.780678, -87.648264)"
20-28-123-002-0000,7405,S,PARNELL,,6678,6,ENGLEWOOD,RS-3,NOT IN TIF,"7405 S PARNELL
CHICAGO, IL
(41.759767, -87.638503)"
20-20-406-036-0000,6736,S,GREEN,ST,3129,6,ENGLEWOOD,RS-3,NOT IN TIF,"6736 S GREEN ST
CHICAGO, IL
(41.771374, -87.645799)"
20-20-231-030-0000,6628,S,HALSTED,ST,3133,6,ENGLEWOOD,B3-2,Englewood Neighborhood,"6628 S HALSTED ST
CHICAGO, IL
(41.773347, -87.644627)"
20-21-319-009-0000,6929,S,NORMAL,BLVD,4129,6,ENGLEWOOD,RT-4,67th/Wentworth,"6929 S NORMAL BLVD
CHICAGO, IL
(41.768151, -87.637225)"
20-16-218-047-0000,5824,S,LA SALLE,ST,3374,20,ENGLEWOOD,RS-3,Washington Park,"5824 S LA SALLE ST
CHICAGO, IL
(41.788371, -87.629126)"
20-16-404-031-0000,5934,S,LA SALLE,ST,3421,20,ENGLEWOOD,RS-3,Washington Park,"5934 S LA SALLE ST
CHICAGO, IL
(41.786534, -87.629065)"
20-20-227-022-0000,6610,S,MORGAN,ST,3133,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6610 S MORGAN ST
CHICAGO, IL
(41.7738, -87.64951)"
20-17-430-004-0000,6211,S,PEORIA,ST,3048,16,ENGLEWOOD,PD 1227,Englewood Mall,"6211 S PEORIA ST
CHICAGO, IL
(41.780885, -87.647253)"
20-17-428-027-0000,6238,S,SANGAMON,ST,3117,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"6238 S SANGAMON ST
CHICAGO, IL
(41.780761, -87.648397)"
20-21-422-005-0000,7017,S,YALE,AVE,4822,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"7017 S YALE AVE
CHICAGO, IL
(41.766609, -87.631039)"
20-16-323-023-0000,438,W,ENGLEWOOD,AVE,6166,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"438 W ENGLEWOOD AVE
CHICAGO, IL
(41.780791, -87.636599)"
20-17-429-035-0000,6246,S,PEORIA,DR,3162,16,ENGLEWOOD,PD 1227,Englewood Mall,"6246 S PEORIA DR
CHICAGO, IL
(41.780176, -87.647221)"
20-21-204-020-0000,6422,S,HARVARD,AVE,5693,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6422 S HARVARD AVE
CHICAGO, IL
(41.777502, -87.633364)"
20-16-217-002-0000,5803,S,PRINCETON,,3080,20,ENGLEWOOD,RS-3,NOT IN TIF,"5803 S PRINCETON
CHICAGO, IL
(41.788858, -87.632862)"
20-21-302-026-0000,6714,S,LOWE,AVE,5001,6,ENGLEWOOD,RT-4,67th/Wentworth,"6714 S LOWE AVE
CHICAGO, IL
(41.771998, -87.640302)"
20-20-413-026-0000,6808,S,PEORIA,,3134,6,ENGLEWOOD,RS-3,NOT IN TIF,"6808 S PEORIA
CHICAGO, IL
(41.770464, -87.646984)"
20-17-208-011-0000,5627,S,RACINE,AVE,3067,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5627 S RACINE AVE
CHICAGO, IL
(41.791541, -87.654802)"
20-28-100-011-0000,7135,S,HALSTED,ST,9492,6,ENGLEWOOD,B1-2,67th/Wentworth,"7135 S HALSTED ST
CHICAGO, IL
(41.764192, -87.644399)"
20-17-210-042-0000,1040,W,57TH,ST,2202,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1040 W 57TH ST
CHICAGO, IL
(41.790587, -87.651597)"
20-16-409-018-0000,340,W,61ST,ST,3534,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"340 W 61ST ST
CHICAGO, IL
(41.78358, -87.634445)"
20-17-430-008-0000,6221,S,PEORIA,ST,3048,16,ENGLEWOOD,PD 1227,Englewood Mall,"6221 S PEORIA ST
CHICAGO, IL
(41.780688, -87.647245)"
20-17-209-042-0000,5648,S,ABERDEEN,,3108,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5648 S ABERDEEN
CHICAGO, IL
(41.791514, -87.652381)"
20-16-218-029-0000,5738,S,LASALLE,ST,2268,20,ENGLEWOOD,RS-3,Washington Park,"5738 S LASALLE ST
CHICAGO, IL
(41.789818, -87.62918)"
20-16-100-008-0000,5525,S,HALSTED,ST,3053,20,ENGLEWOOD,B3-2,47th/Halsted,"5525 S HALSTED ST
CHICAGO, IL
(41.793003, -87.645115)"
20-21-126-030-0000,6632,S,PARNELL,,2759,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6632 S PARNELL
CHICAGO, IL
(41.773427, -87.638788)"
20-16-316-037-0000,6108,S,NORMAL,BLVD,2452,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6108 S NORMAL BLVD
CHICAGO, IL
(41.783189, -87.637554)"
20-21-400-041-0000,6727,S,STEWART,AVE,1713,6,ENGLEWOOD,RT-4,67th/Wentworth,"6727 S STEWART AVE
CHICAGO, IL
(41.7723, -87.634853)"
20-17-406-046-0000,5958,S,GREEN,ST,2767,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5958 S GREEN ST
CHICAGO, IL
(41.78595, -87.646177)"
20-17-423-043-0000,6120,S,HALSTED,,1400,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6120 S HALSTED
CHICAGO, IL
(41.782781, -87.644956)"
20-21-122-009-0000,426,W,66TH,ST,6350,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"426 W 66TH ST
CHICAGO, IL
(41.774402, -87.635363)"
20-28-123-006-0000,7421,S,PARNELL,AVE,6672,6,ENGLEWOOD,RS-3,NOT IN TIF,"7421 S PARNELL AVE
CHICAGO, IL
(41.759149, -87.638485)"
20-17-217-048-0000,1106,W,58TH,ST,4020,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1106 W 58TH ST
CHICAGO, IL
(41.788761, -87.652504)"
20-17-201-028-0000,5534,S,ABERDEEN,ST,3087,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5534 S ABERDEEN ST
CHICAGO, IL
(41.792786, -87.652407)"
20-16-218-030-0000,5740,S,LA SALLE,ST,2126,20,ENGLEWOOD,RS-3,Washington Park,"5740 S LA SALLE ST
CHICAGO, IL
(41.789734, -87.629177)"
20-16-219-026-0000,5829,S,LA SALLE,ST,3538,20,ENGLEWOOD,RS-3,Washington Park,"5829 S LA SALLE ST
CHICAGO, IL
(41.788065, -87.629115)"
20-21-422-004-0000,7013,S,YALE,AVE,4875,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"7013 S YALE AVE
CHICAGO, IL
(41.766658, -87.631041)"
20-17-429-014-0000,6241,S,SANGAMON,ST,3114,16,ENGLEWOOD,PD 1227,Englewood Mall,"6241 S SANGAMON ST
CHICAGO, IL
(41.780717, -87.648327)"
20-20-416-008-0000,6925,S,RACINE,AVE,3105,6,ENGLEWOOD,B1-1,NOT IN TIF,"6925 S RACINE AVE
CHICAGO, IL
(41.768227, -87.654213)"
20-17-430-012-0000,6231,S,PEORIA,DR,3047,16,ENGLEWOOD,PD 1227,Englewood Mall,"6231 S PEORIA DR
CHICAGO, IL
(41.780491, -87.647234)"
20-21-105-012-0000,6339,S,PARNELL,,3162,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6339 S PARNELL
CHICAGO, IL
(41.778808, -87.63872)"
20-16-325-004-0000,543,W,ENGLEWOOD,AVE,5788,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"543 W ENGLEWOOD AVE
CHICAGO, IL
(41.78075, -87.639178)"
20-17-231-004-0000,5810,S,HALSTED,ST,31288,16,ENGLEWOOD,M1-1/M1-2,Englewood Neighborhood,"5810 S HALSTED ST
CHICAGO, IL
(41.788645, -87.645027)"
20-28-117-010-1013,7340,S,STEWART,AVE,0,6,ENGLEWOOD,RT-4,NOT IN TIF,"7340 S STEWART AVE
CHICAGO, IL
(41.760377, -87.634561)"
20-17-402-036-0000,5932,S,CARPENTER,,3119,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5932 S CARPENTER
CHICAGO, IL
(41.786216, -87.651033)"
20-16-321-050-0000,625,W,62ND,ST,3121,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"625 W 62ND ST
CHICAGO, IL
(41.781631, -87.640995)"
20-28-106-003-0000,7117,S,NORMAL,BLVD,6257,6,ENGLEWOOD,RT-4,67th/Wentworth,"7117 S NORMAL BLVD
CHICAGO, IL
(41.765031, -87.637103)"
20-21-316-032-0000,6948,S,WALLACE,ST,3355,6,ENGLEWOOD,RS-3,67th/Wentworth,"6948 S WALLACE ST
CHICAGO, IL
(41.768019, -87.640193)"
20-17-207-010-0000,5549,S,GREEN,ST,3817,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5549 S GREEN ST
CHICAGO, IL
(41.792752, -87.64633)"
20-17-219-006-0000,5713,S,CARPENTER,ST,3134,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5713 S CARPENTER ST
CHICAGO, IL
(41.790111, -87.651092)"
20-17-416-034-0000,6136,S,MAY,ST,3120,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6136 S MAY ST
CHICAGO, IL
(41.782117, -87.653379)"
20-16-100-037-0000,5518,S,EMERALD,AVE,3015,20,ENGLEWOOD,RS-3,NOT IN TIF,"5518 S EMERALD AVE
CHICAGO, IL
(41.793714, -87.643906)"
20-17-400-040-0000,5942,S,MAY,,3133,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5942 S MAY
CHICAGO, IL
(41.785988, -87.65345)"
20-17-225-023-0000,1124,W,59TH,ST,6207,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1124 W 59TH ST
CHICAGO, IL
(41.786924, -87.653292)"
20-28-104-012-0000,7150,S,PARNELL,AVE,12298,6,ENGLEWOOD,M1-2,67th/Wentworth,"7150 S PARNELL AVE
CHICAGO, IL
(41.763747, -87.638278)"
20-16-113-005-0000,5711,S,EMERALD,AVE,2989,20,ENGLEWOOD,RS-3,NOT IN TIF,"5711 S EMERALD AVE
CHICAGO, IL
(41.790214, -87.643824)"
20-21-309-016-1001,6850,S,PARNELL,AVE,0,6,ENGLEWOOD,RT-4,67th/Wentworth,"6850 S PARNELL AVE
CHICAGO, IL
(41.769835, -87.638662)"
20-20-223-027-0000,6528,S,HALSTED,ST,5888,20,ENGLEWOOD,B3-2,Englewood Neighborhood,"6528 S HALSTED ST
CHICAGO, IL
(41.774949, -87.644743)"
20-16-314-033-0000,400,W,61ST,ST,5077,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"400 W 61ST ST
CHICAGO, IL
(41.783558, -87.63525)"
20-17-415-009-0000,6001,S,GREEN,ST,3126,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6001 S GREEN ST
CHICAGO, IL
(41.784863, -87.646144)"
20-16-205-002-0000,5527,S,LA SALLE,ST,9969,3,ENGLEWOOD,RS-3/M1-1,Washington Park,"5527 S LA SALLE ST
CHICAGO, IL
(41.793394, -87.629294)"
20-17-419-042-0000,6152,S,MORGAN,ST,3133,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6152 S MORGAN ST
CHICAGO, IL
(41.781746, -87.649707)"
20-21-122-019-0000,6558,S,STEWART,AVE,4374,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6558 S STEWART AVE
CHICAGO, IL
(41.774623, -87.634902)"
20-16-300-030-0000,5924,S,EMERALD,AVE,3192,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5924 S EMERALD AVE
CHICAGO, IL
(41.786179, -87.643761)"
20-16-219-014-0000,5801,S,LA SALLE,ST,3021,20,ENGLEWOOD,RS-3,Washington Park,"5801 S LA SALLE ST
CHICAGO, IL
(41.788864, -87.629144)"
20-16-300-039-0000,742,W,60TH,ST,3802,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"742 W 60TH ST
CHICAGO, IL
(41.785058, -87.644092)"
20-20-211-023-0000,1018,W,65TH,ST,2716,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1018 W 65TH ST
CHICAGO, IL
(41.776037, -87.650343)"
20-21-420-034-0000,7040,S,PRINCETON,AVE,2361,6,GREATER GRAND CROSSING,RT-4/M1-2,67th/Wentworth,"7040 S PRINCETON AVE
CHICAGO, IL
(41.765971, -87.632218)"
20-17-401-002-0000,1123,W,59TH,ST,2984,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"1123 W 59TH ST
CHICAGO, IL
(41.786924, -87.653297)"
20-21-105-009-0000,6331,S,PARNELL,AVE,4127,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6331 S PARNELL AVE
CHICAGO, IL
(41.778965, -87.63872)"
20-16-415-043-0000,334,W,61ST,PL,2430,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"334 W 61ST PL
CHICAGO, IL
(41.782553, -87.63414)"
20-17-208-012-0000,5627,S,RACINE,AVE,2997,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5627 S RACINE AVE
CHICAGO, IL
(41.791541, -87.654802)"
20-17-408-041-0000,1152,W,61ST,ST,3001,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1152 W 61ST ST
CHICAGO, IL
(41.783274, -87.654249)"
20-21-126-027-0000,6620,S,PARNELL,AVE,3201,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6620 S PARNELL AVE
CHICAGO, IL
(41.773627, -87.638789)"
20-21-106-011-0000,6349,S,NORMAL,BLVD,6375,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6349 S NORMAL BLVD
CHICAGO, IL
(41.778693, -87.637509)"
20-16-313-022-0000,546,W,61ST,ST,6037,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"546 W 61ST ST
CHICAGO, IL
(41.783504, -87.638608)"
20-17-210-020-0000,1050,W,57TH,ST,2202,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"1050 W 57TH ST
CHICAGO, IL
(41.790584, -87.651894)"
20-21-114-009-0000,6427,S,EGGLESTON,AVE,2512,20,ENGLEWOOD,RT-4,Englewood Neighborhood,"6427 S EGGLESTON AVE
CHICAGO, IL
(41.777574, -87.636246)"
20-16-315-102-0000,6117,S,HALSTED,ST,1573,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6117 S HALSTED ST
CHICAGO, IL
(41.782828, -87.644857)"
20-20-426-021-0000,1033,W,70TH,ST,5990,6,ENGLEWOOD,RS-3,NOT IN TIF,"1033 W 70TH ST
CHICAGO, IL
(41.766934, -87.650835)"
20-28-105-009-0000,7100,S,NORMAL,BLVD,8786,6,ENGLEWOOD,RT-4,67th/Wentworth,"7100 S NORMAL BLVD
CHICAGO, IL
(41.765329, -87.637141)"
20-21-315-005-0000,6905,S,UNION,AVE,3148,6,ENGLEWOOD,RS-3,67th/Wentworth,"6905 S UNION AVE
CHICAGO, IL
(41.768589, -87.642055)"
20-28-210-025-0000,7240,S,YALE,AVE,6211,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7240 S YALE AVE
CHICAGO, IL
(41.762346, -87.630938)"
20-17-421-043-0000,6122,S,PEORIA,ST,1299,16,ENGLEWOOD,PD 74,Englewood Neighborhood,"6122 S PEORIA ST
CHICAGO, IL
(41.782521, -87.647301)"
20-08-426-030-0000,1022,W,55TH,ST,7874,20,NEW CITY,RS-3,47th/Halsted,"1022 W 55TH ST
CHICAGO, IL
(41.794275, -87.650967)"
20-17-419-041-0000,6150,S,MORGAN,ST,3133,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6150 S MORGAN ST
CHICAGO, IL
(41.781807, -87.649709)"
20-20-400-009-0000,6721,S,RACINE,AVE,3116,16,ENGLEWOOD,RS-3,NOT IN TIF,"6721 S RACINE AVE
CHICAGO, IL
(41.7717, -87.654307)"
20-17-407-020-0000,5900,S,HALSTED,,8765,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5900 S HALSTED
CHICAGO, IL
(41.787057, -87.645034)"
20-17-207-011-0000,5557,S,GREEN,ST,6471,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5557 S GREEN ST
CHICAGO, IL
(41.793105, -87.646338)"
20-17-426-018-0000,6200,S,CARPENTER,ST,3234,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6200 S CARPENTER ST
CHICAGO, IL
(41.781344, -87.65092)"
20-09-329-034-0000,628,W,55TH,ST,3092,20,NEW CITY,RS-3,47th/Halsted,"628 W 55TH ST
CHICAGO, IL
(41.794402, -87.641408)"
20-17-412-006-0000,6013,S,MORGAN,ST,3104,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6013 S MORGAN ST
CHICAGO, IL
(41.784685, -87.649784)"
20-17-208-022-0000,5653,S,RACINE,AVE,3122,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5653 S RACINE AVE
CHICAGO, IL
(41.790822, -87.654788)"
20-17-115-043-0000,5648,S,RACINE,AVE,3113,16,WEST ENGLEWOOD,B1-1,NOT IN TIF,"5648 S RACINE AVE
CHICAGO, IL
(41.790986, -87.654791)"
20-28-210-029-0000,7254,S,YALE,AVE,5752,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7254 S YALE AVE
CHICAGO, IL
(41.761943, -87.630927)"
20-16-407-012-0000,313,W,60TH,ST,20876,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"313 W 60TH ST
CHICAGO, IL
(41.78543, -87.633715)"
20-28-122-003-0000,7406,S,PARNELL,,4001,6,ENGLEWOOD,RS-3,NOT IN TIF,"7406 S PARNELL
CHICAGO, IL
(41.759729, -87.638502)"
20-17-430-024-0000,6222,S,GREEN,ST,3092,16,ENGLEWOOD,PD 1227,Englewood Mall,"6222 S GREEN ST
CHICAGO, IL
(41.780587, -87.646214)"
20-21-314-013-0000,6935,S,EMERALD,,3121,6,ENGLEWOOD,RS-3,67th/Wentworth,"6935 S EMERALD
CHICAGO, IL
(41.76823, -87.643243)"
20-17-208-006-0000,5613,S,RACINE,AVE,3122,16,ENGLEWOOD,B3-2,Englewood Neighborhood,"5613 S RACINE AVE
CHICAGO, IL
(41.791915, -87.654809)"
20-16-323-017-0000,6212,S,STEWART,AVE,2028,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"6212 S STEWART AVE
CHICAGO, IL
(41.777625, -87.634976)"
20-16-307-032-0000,6014,S,UNION,AVE,6065,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6014 S UNION AVE
CHICAGO, IL
(41.784559, -87.642502)"
20-16-219-022-0000,5821,S,LA SALLE,ST,3351,20,ENGLEWOOD,RS-3,Washington Park,"5821 S LA SALLE ST
CHICAGO, IL
(41.788299, -87.629123)"
20-28-211-006-0000,7231,S,YALE,AVE,6101,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7231 S YALE AVE
CHICAGO, IL
(41.76304, -87.630957)"
20-16-100-075-0000,5553,S,HALSTED,ST,5026,20,ENGLEWOOD,C2-2/B3-2,47th/Halsted,"5553 S HALSTED ST
CHICAGO, IL
(41.792509, -87.645095)"
20-17-230-009-0000,5819,S,PEORIA,ST,3107,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5819 S PEORIA ST
CHICAGO, IL
(41.788105, -87.647417)"
20-29-215-043-0000,7254,S,HALSTED,ST,3004,6,ENGLEWOOD,B1-2,67th/Wentworth,"7254 S HALSTED ST
CHICAGO, IL
(41.761782, -87.644338)"
20-28-218-013-0000,7347,S,PRINCETON,AVE,4350,6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7347 S PRINCETON AVE
CHICAGO, IL
(41.760432, -87.632104)"
20-29-211-018-0000,7249,S,CARPENTER,,3117,6,ENGLEWOOD,RS-3,NOT IN TIF,"7249 S CARPENTER
CHICAGO, IL
(41.762406, -87.650416)"
20-17-428-030-0000,6244,S,SANGAMON,ST,3116,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"6244 S SANGAMON ST
CHICAGO, IL
(41.780717, -87.648327)"
20-16-209-012-0000,334,W,58TH,ST,3415,20,ENGLEWOOD,RS-3,NOT IN TIF,"334 W 58TH ST
CHICAGO, IL
(41.788842, -87.634232)"
20-17-224-023-0000,1154,W,59TH,ST,3120,16,ENGLEWOOD,C1-1,Englewood Neighborhood,"1154 W 59TH ST
CHICAGO, IL
(41.786908, -87.654389)"
20-29-209-003-0000,7205,S,MAY,ST,3120,6,ENGLEWOOD,RT-4,NOT IN TIF,"7205 S MAY ST
CHICAGO, IL
(41.762997, -87.65285)"
20-20-226-045-0000,1032,W,MARQUETTE,RD,7084,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"1032 W MARQUETTE RD
CHICAGO, IL
(41.772401, -87.650869)"
20-28-110-002-0000,7207,S,UNION,AVE,5155,6,ENGLEWOOD,RS-3,NOT IN TIF,"7207 S UNION AVE
CHICAGO, IL
(41.763162, -87.641507)"
20-17-415-007-0000,6031,S,GREEN,ST,3064,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6031 S GREEN ST
CHICAGO, IL
(41.78418, -87.646121)"
20-21-422-025-0000,7048,S,WENTWORTH,AVE,5780,6,GREATER GRAND CROSSING,RT-4,67th/Wentworth,"7048 S WENTWORTH AVE
CHICAGO, IL
(41.766349, -87.629794)"
20-16-300-058-0000,701,W,59TH,ST,5450,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"701 W 59TH ST
CHICAGO, IL
(41.78708, -87.642763)"
20-16-218-041-0000,5800,S,LASALLE,ST,3375,20,ENGLEWOOD,RS-3,Washington Park,"5800 S LASALLE ST
CHICAGO, IL
(41.788875, -87.629145)"
20-16-302-036-0000,5919,S,LOWE,AVE,4111,20,ENGLEWOOD,M1-2,Englewood Neighborhood,"5919 S LOWE AVE
CHICAGO, IL
(41.786487, -87.641284)"
20-20-219-018-0000,6551,S,CARPENTER,ST,3136,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6551 S CARPENTER ST
CHICAGO, IL
(41.774472, -87.65074)"
20-09-329-033-0000,630,W,GARFIELD,BLVD,3095,20,NEW CITY,RS-3,47th/Halsted,"630 W GARFIELD BLVD
CHICAGO, IL
(41.7944, -87.641594)"
20-28-107-020-0000,7151,S,EGGLESTON,AVE,1991,6,ENGLEWOOD,RT-4,67th/Wentworth,"7151 S EGGLESTON AVE
CHICAGO, IL
(41.763762, -87.635854)"
20-21-127-010-0000,6600,S,NORMAL,BLVD,11402,6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6600 S NORMAL BLVD
CHICAGO, IL
(41.7744, -87.636861)"
20-16-415-013-0000,350,W,61ST,PL,2593,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"350 W 61ST PL
CHICAGO, IL
(41.782535, -87.634759)"
20-16-325-022-0000,532,W,63RD,ST,3621,20,ENGLEWOOD,PD 280,Englewood Neighborhood,"532 W 63RD ST
CHICAGO, IL
(41.77986, -87.63861)"
20-17-417-019-0000,6141,S,MAY,ST,3108,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6141 S MAY ST
CHICAGO, IL
(41.78205, -87.653376)"
20-21-307-005-0000,6811,S,EMERALD,AVE,3626,6,ENGLEWOOD,RT-4,67th/Wentworth,"6811 S EMERALD AVE
CHICAGO, IL
(41.770266, -87.643212)"
20-17-429-046-0000,900,W,63RD,ST,5095,16,ENGLEWOOD,PD 1227,Englewood Mall,"900 W 63RD ST
CHICAGO, IL
(41.77974, -87.647366)"
20-16-300-006-0000,5913,S,HALSTED,ST,2799,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"5913 S HALSTED ST
CHICAGO, IL
(41.786471, -87.645)"
20-21-423-011-0000,141,W,70TH,ST,5841,6,GREATER GRAND CROSSING,RS-3,67th/Wentworth,"141 W 70TH ST
CHICAGO, IL
(41.767269, -87.628772)"
20-20-227-026-0000,6624,S,MORGAN,ST,3147,6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6624 S MORGAN ST
CHICAGO, IL
(41.77342, -87.649509)"
20-17-424-034-0000,1150,W,63RD,ST,3126,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"1150 W 63RD ST
CHICAGO, IL
(41.779627, -87.65388)"
20-17-414-002-0000,6005,S,PEORIA,ST,3102,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6005 S PEORIA ST
CHICAGO, IL
(41.785045, -87.64734)"
20-17-430-011-0000,6227,S,PEORIA,DR,3048,16,ENGLEWOOD,PD 1227,Englewood Mall,"6227 S PEORIA DR
CHICAGO, IL
(41.78057, -87.647238)"
20-17-404-009-0000,935,W,59TH,ST,3172,16,ENGLEWOOD,B3-1,Englewood Neighborhood,"935 W 59TH ST
CHICAGO, IL
(41.786985, -87.648779)"
20-20-429-029-0000,918,W,71ST,ST,3125,6,ENGLEWOOD,RT-4,NOT IN TIF,"918 W 71ST ST
CHICAGO, IL
(41.765158, -87.647607)"
20-17-231-006-0000,5841,S,GREEN,ST,3043,16,ENGLEWOOD,M1-1,Englewood Neighborhood,"5841 S GREEN ST
CHICAGO, IL
(41.787578, -87.646206)"
20-21-326-020-0000,7008,S,NORMAL,BLVD,3178,6,ENGLEWOOD,RT-4,67th/Wentworth,"7008 S NORMAL BLVD
CHICAGO, IL
(41.766803, -87.637201)"
20-16-403-004-0000,5945,S,PRINCETON,AVE,4477,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"5945 S PRINCETON AVE
CHICAGO, IL
(41.785927, -87.632783)"
20-17-424-039-0000,1134,W,63RD,ST,5045,16,ENGLEWOOD,C1-2,Englewood Neighborhood,"1134 W 63RD ST
CHICAGO, IL
(41.779635, -87.653385)"
20-16-325-016-0000,501,W,ENGLEWOOD,,5957,20,ENGLEWOOD,RS-3,Englewood Neighborhood,"501 W ENGLEWOOD
CHICAGO, IL
(41.780788, -87.637506)"
20-21-313-013-0000,6937,S,HALSTED,ST,3149,6,ENGLEWOOD,B1-2,67th/Wentworth,"6937 S HALSTED ST
CHICAGO, IL
(41.767716, -87.644474)"
20-20-407-003-0000,6709,S,GREEN,ST,3126,6,ENGLEWOOD,RS-3,67th/Wentworth,"6709 S GREEN ST
CHICAGO, IL
(41.772137, -87.645826)"
20-17-414-003-0000,6007,S,PEORIA,ST,3101,16,ENGLEWOOD,RS-3,Englewood Neighborhood,"6007 S PEORIA ST
CHICAGO, IL
(41.784978, -87.647331)"
20-21-304-011-0000,6745,S,PARNELL,AVE,4421,6,ENGLEWOOD,RT-4,67th/Wentworth,"6745 S PARNELL AVE
CHICAGO, IL
(41.771236, -87.638705)"
